did,depname,univid
21283,"体育学院",20005
21284,"化学与生物技术学院",20005
21285,"国际教育学院",20005
21286,"外国语言文学学院",20005
21287,"成人教育学院",20005
21288,"教育学院",20005
21289,"数学与计算机科学学院",20005
21290,"文学与新闻传播学院",20005
21291,"民族文化学院",20005
21292,"民族艺术学院",20005
21293,"法学与公共管理学院",20005
21294,"物理与电子电气信息工程学院",20005
21295,"研究生部",20005
21296,"管理学院",20005
21297,"经济与工商管理学院",20005
21298,"职业技术学院",20005
21299,"预科教育学院",20005
21300,"马列主义教研部",20005
21301,"交通机械与土木工程学院",20006
21302,"人文社会科学系",20006
21303,"保护生物学学院",20006
21304,"园林学院",20006
21305,"基础部",20006
21306,"外语系",20006
21307,"成人教育学院",20006
21308,"木质科学与装饰工程学院",20006
21309,"环境科学与工程系",20006
21310,"生态旅游学院",20006
21311,"研究生院",20006
21312,"经济管理学院",20006
21313,"职业技术学院院",20006
21314,"计算机信息与科学系",20006
21315,"资源学院",20006
21316,"临床",20007
21317,"体育部",20007
21318,"公共卫生学院",20007
21319,"口腔医学院",20007
21320,"基础医学院",20007
21321,"外语部",20007
21322,"成人教育学院",20007
21323,"护理学院",20007
21324,"法医学院",20007
21325,"研究生部",20007
21326,"社会科学部",20007
21327,"第一临床学院",20007
21328,"第二临床学院",20007
21329,"药学院",20007
21330,"高等职业教育学院",20007
21331,"中医学",20008
21332,"中医学（中医美容）",20008
21333,"中药学院",20008
21334,"中药资源与开发",20008
21335,"中西医临床医学",20008
21336,"中西医结合",20008
21337,"临床医学院",20008
21338,"公共课程部",20008
21339,"制药工程",20008
21340,"基础医学院",20008
21341,"市场营销（药品营销）",20008
21342,"成人教育学院",20008
21343,"护理学",20008
21344,"研究生部",20008
21345,"针灸推倒学",20008
21346,"食品科学与工程（保健食方向）",20008
21347,"人文学院",20009
21348,"体育系",20009
21349,"信电学院",20009
21350,"商学院",20009
21351,"国际学院",20009
21352,"外语系",20009
21353,"工学院",20009
21354,"教师教育学院",20009
21355,"数学系",20009
21356,"理学院",20009
21357,"美术系",20009
21358,"音乐系",20009
21359,"侦查系",20010
21360,"北校区管理部",20010
21361,"基础部",20010
21362,"成人教育部",20010
21363,"技术系",20010
21364,"治安系",20010
21365,"法律系",20010
21366,"消防指挥",20010
21367,"禁毒系",20010
21368,"警体部",20010
21369,"警训部",20010
21370,"计算机系",20010
21371,"马列部",20010
21372,"戏剧学院",20011
21373,"成教学院",20011
21374,"电影电视艺术系",20011
21375,"美术学院",20011
21376,"舞蹈学院",20011
21377,"艺术文化系",20011
21378,"设计学院",20011
21379,"附属艺术学校",20011
21380,"音乐学院",20011
21381,"人文学院",20012
21382,"体育教学部",20012
21383,"信息学院",20012
21384,"公共管理学院",20012
21385,"化学科学与工程学院",20012
21386,"国际关系学院",20012
21387,"国际文化学院",20012
21388,"城市建设与管理学院",20012
21389,"外语学院",20012
21390,"大学外语教学部",20012
21391,"工商管理与旅游管理学院",20012
21392,"数学与统计学院",20012
21393,"沧江学院",20012
21394,"法学院",20012
21395,"物理科学技术学院",20012
21396,"生命科学学院",20012
21397,"留学生院",20012
21398,"研究生院",20012
21399,"经济学院",20012
21400,"职业与继续教育学院",20012
21401,"艺术与设计学院",20012
21402,"资源环境与地球科学学院",20012
21403,"软件学院",20012
21404,"马列主义教学研究部",20012
21405,"中文系",20051
21406,"体育系",20051
21407,"信息与计算机科学系",20051
21408,"初等教育学院",20051
21409,"化学与生命科学系",20051
21410,"历史地理系",20051
21411,"历史学",20051
21412,"外语学院",20051
21413,"大学外语教学部",20051
21414,"工学",20051
21415,"成职教学院",20051
21416,"教育学",20051
21417,"教育心理研究室",20051
21418,"数学系",20051
21419,"文学",20051
21420,"法学",20051
21421,"物理系",20051
21422,"理学",20051
21423,"经济与政治法律系",20051
21424,"经济学",20051
21425,"经济政法学院（社科部）",20051
21426,"美术系",20051
21427,"音乐舞蹈系",20051
21428,"预科班",20051
21429,"马列部",20051
21430,"中文系",20101
21431,"体育系",20101
21432,"化学与环境科学系",20101
21433,"地理系",20101
21434,"外语学院",20101
21435,"成教院（玉溪电大）",20101
21436,"政法系",20101
21437,"教育学院",20101
21438,"数学系",20101
21439,"旅游与经济管理系",20101
21440,"物理与教育技术系",20101
21441,"聂耳艺术学院",20101
21442,"计算机科学系",20101
21443,"音乐系",20101
21444,"中文系",20151
21445,"体育系",20151
21446,"公共外语教学部",20151
21447,"初等教育学院",20151
21448,"化学与生命科学系",20151
21449,"地理科学与旅游管理系",20151
21450,"外语系",20151
21451,"政治与公共管理系",20151
21452,"教育系",20151
21453,"数学系",20151
21454,"物理与电子科学系",20151
21455,"社科部",20151
21456,"经济信息管理及计算机应用系",20151
21457,"艺术系",20151
21458,"计算机科学系",20151
21459,"临床医学院（附属医院）",20201
21460,"体育科学学院",20201
21461,"公共卫生学院",20201
21462,"基础医学院",20201
21463,"外国语学院",20201
21464,"护理学院",20201
21465,"政法经管学院",20201
21466,"教育科学学院",20201
21467,"数学与计算机学院",20201
21468,"文学院",20201
21469,"文学院（对外汉语教育院）",20201
21470,"物理与电子信息学院",20201
21471,"生命科学与化学学院",20201
21472,"继续教育学院",20201
21473,"艺术学院",20201
21474,"药学院",20201
21475,"马克思主义学院",20201
21476,"中文系",20301
21477,"体育系",20301
21478,"政史系",20301
21479,"教育系",20301
21480,"数学系",20301
21481,"物理系",20301
21482,"生化系",20301
21483,"美术系",20301
21484,"英语系",20301
21485,"计科系",20301
21486,"中医专业",20302
21487,"中药专业",20302
21488,"临床医学专业",20302
21489,"助产专业",20302
21490,"医学检验",20302
21491,"护理学",20302
21492,"针灸推拿专业",20302
21493,"临床医学系",20303
21494,"检验系",20303
21495,"中文",20304
21496,"外语系",20304
21497,"数学系",20304
21498,"法政系",20304
21499,"社科部",20304
21500,"经管系",20304
21501,"职教系",20304
21502,"艺体系",20304
21503,"计科系",20304
21504,"计算机科学教育",20304
21505,"信息学院",20305
21506,"化学科学与工程学院",20305
21507,"城市建设与管理学院",20305
21508,"外语系",20305
21509,"工商管理与旅游管理学院",20305
21510,"数学与统计学院",20305
21511,"文新系",20305
21512,"法学系",20305
21513,"物理科学技术学院",20305
21514,"生命科学学院",20305
21515,"管理系",20305
21516,"经济系",20305
21517,"职业与继续教育学院",20305
21518,"资源环境与地球科学学院",20305
21519,"马列主义教学研究部",20305
21520,"体育系",20306
21521,"成人教育系",20306
21522,"旅游系",20306
21523,"电子信息与机械工程系",20306
21524,"社会科学系",20306
21525,"经济系",20306
21526,"艺术设计与工程建筑系",20306
21527,"冶金材料系",20307
21528,"市场营销",20307
21529,"机电设备维修与管理",20307
21530,"材料工程技术",20307
21531,"材料成型与控制技术",20307
21532,"液压与气动技术",20307
21533,"煤炭深加工与利用",20307
21534,"物流管理",20307
21535,"电气自动化技术",20307
21536,"矿物加工技术",20307
21537,"金属矿开采技术",20307
21538,"中文系",20308
21539,"体育系",20308
21540,"初教一系",20308
21541,"初教二系",20308
21542,"化学系",20308
21543,"历史系",20308
21544,"外语系",20308
21545,"政教系",20308
21546,"数学系",20308
21547,"物理系",20308
21548,"生物系",20308
21549,"美术系",20308
21550,"计算机系",20308
21551,"音乐系",20308
21552,"信息管理学院",20309
21553,"工程管理系",20309
21554,"旅经系",20309
21555,"经济外语学院",20309
21556,"艺术设计学院",20309
21557,"人文部",20310
21558,"信息学院",20310
21559,"冶金与矿业学院",20310
21560,"商学院",20310
21561,"基础部",20310
21562,"外语外事学院",20310
21563,"应用技术学院",20310
21564,"建筑与艺术学院",20310
21565,"技能培训与中职学院",20310
21566,"材料与机械学院",20310
21567,"测量与计算机学院",20310
21568,"物流与交通学院",20310
21569,"环境与化工学院",20310
21570,"社会科学与公共学院",20310
21571,"经济与管理学院",20310
21572,"自动化与电力学院",20310
21573,"乐器工艺系",20311
21574,"传媒系",20311
21575,"录音艺术系",20311
21576,"戏剧系",20311
21577,"美术设计系",20311
21578,"舞蹈系",20311
21579,"音乐系",20311
21580,"中文系",20312
21581,"外语系",20312
21582,"数学系",20312
21583,"艺术体育系",20312
21584,"计算机科学系",20312
21585,"临床医学",20313
21586,"助产专业",20313
21587,"医学影像技术",20313
21588,"护理",20313
21589,"检验技术",20313
21590,"眼视光技术",20313
21591,"药学",20313
21592,"中文系",20314
21593,"体育系",20314
21594,"数学系",20314
21595,"生命科学系",20314
21596,"社会科学系",20314
21597,"美术系",20314
21598,"英语系",20314
21599,"计科系",20314
21600,"中文系",20315
21601,"体育",20315
21602,"外语系",20315
21603,"政史系",20315
21604,"数理系",20315
21605,"生化系",20315
21606,"美术系",20315
21607,"农业系",20316
21608,"医学系",20316
21609,"基础教育系",20316
21610,"旅游财经系",20316
21611,"电大分校",20316
21612,"继续教育部",20316
21613,"艺术体育系",20316
21614,"语言文学系",20316
21615,"农林系",20317
21616,"园艺系",20317
21617,"经管系",20317
21618,"计科系",20317
21619,"计算机科学系",20317
21620,"商务英语系",20318
21621,"多媒体系",20318
21622,"法律系",20318
21623,"电子商务系",20318
21624,"电脑艺术设计系",20318
21625,"计算机软件技术系",20318
21626,"商务英语",20319
21627,"园林艺术设计",20319
21628,"室内设计技术",20319
21629,"工程造价",20319
21630,"广告设计与制作",20319
21631,"广播电视网络技术",20319
21632,"建筑工程管理",20319
21633,"房地产经营与估价",20319
21634,"旅游管理",20319
21635,"烹饪工艺与应验营养",20319
21636,"电子商务",20319
21637,"给水排水工程",20319
21638,"网络系统",20319
21639,"人文学院",20320
21640,"昆明电大",20320
21641,"现代教育技术学院",20320
21642,"理工学院",20320
21643,"直属学院",20320
21644,"经济管理学院",20320
21645,"职业技术学院",20320
21646,"信息电子工业系",20321
21647,"光电技术系",20321
21648,"化学工程系",20321
21649,"机电工程系",20321
21650,"电子工程系",20321
21651,"经济管理系",20321
21652,"信息工程系",20322
21653,"党校函授办公室",20322
21654,"国土资源系",20322
21655,"地质工程系",20322
21656,"基础部",20322
21657,"宝玉石与旅游系",20322
21658,"成人教育部",20322
21659,"机电及自动化系",20322
21660,"市场营销",20323
21661,"数控技术",20323
21662,"机械制造与自动化",20323
21663,"机械工程系",20323
21664,"机电一体化专业",20323
21665,"模具设计与制造",20323
21666,"电子技术应用专业",20323
21667,"电气工程系",20323
21668,"计科系",20323
21669,"计算机辅助设计与制造专业",20323
21670,"信息系",20324
21671,"公路分院",20324
21672,"文理系",20324
21673,"机械工程系",20324
21674,"水运工程系",20324
21675,"汽车系",20324
21676,"经管分院",20324
21677,"运输管理系",20324
21678,"中专部",20326
21679,"基础部",20326
21680,"外语系",20326
21681,"成教院",20326
21682,"管理系",20326
21683,"经济系",20326
21684,"计算机科学与技术系",20326
21685,"人文部",20327
21686,"信息学院",20327
21687,"商学院",20327
21688,"基础部",20327
21689,"应用技术学院",20327
21690,"药学系",20327
21691,"基础学科系",20328
21692,"林业系",20328
21693,"林产工业系",20328
21694,"林经系",20328
21695,"生多系",20328
21696,"计科系",20328
21697,"人文与社会科学系",20329
21698,"机械与电气工程系",20329
21699,"经济与工商管理系",20329
21700,"计算机与信息工程系",20329
21701,"资源与环境工程系",20329
21702,"信息工程系",20330
21703,"农学园艺系",20330
21704,"生物工程系",20330
21705,"畜牧兽医",20330
21706,"管理系",20330
21707,"中草药载培技术",20331
21708,"会计电算化",20331
21709,"作物生产技术",20331
21710,"农业经济管理",20331
21711,"园林工程技术",20331
21712,"园林技术",20331
21713,"园艺技术",20331
21714,"文秘",20331
21715,"旅游经贸系",20331
21716,"林业技术",20331
21717,"森林生态旅游",20331
21718,"热作系",20331
21719,"生物技术及应用",20331
21720,"茶叶生产加工技术",20331
21721,"表演艺术",20331
21722,"计算机应用技术",20331
21723,"设施农业技术",20331
21724,"野生植物资源开发与利用",20331
21725,"农学园艺系",20332
21726,"生物工程系",20332
21727,"畜牧兽医系",20332
21728,"草业科学系",20332
21729,"人文科学系",20333
21730,"会计系",20333
21731,"商学院",20333
21732,"国贸",20333
21733,"国际经济与贸易",20333
21734,"外语系",20333
21735,"工商管理系",20333
21736,"教育系",20333
21737,"旅游系",20333
21738,"法学系",20333
21739,"艺术设计系",20333
21740,"计科",20333
21741,"音乐舞蹈系",20333
21742,"侦察保卫",20334
21743,"刑事执行",20334
21744,"毒品犯罪矫治",20334
21745,"法律",20334
21746,"罪犯心理矫治",20334
21747,"行政执行",20334
21748,"举重",20335
21749,"体操",20335
21750,"体育系",20335
21751,"击剑",20335
21752,"拳击",20335
21753,"排球",20335
21754,"柔道",20335
21755,"武术",20335
21756,"游泳",20335
21757,"田径",20335
21758,"篮球",20335
21759,"网球",20335
21760,"足球",20335
21761,"跳水",20335
21762,"蹦床",20335
21763,"戏曲系",20336
21764,"文化教育部",20336
21765,"美术系",20336
21766,"舞蹈系",20336
21767,"音乐系",20336
21768,"临床系",20338
21769,"医学影像系",20338
21770,"口腔系",20338
21771,"社科部",20338
21772,"中文系",20339
21773,"体育系",20339
21774,"化学系",20339
21775,"外语系",20339
21776,"成人教育学院",20339
21777,"政史系社科部",20339
21778,"教育系",20339
21779,"数学系",20339
21780,"物理系",20339
21781,"现在教育技术中心",20339
21782,"电大分校",20339
21783,"艺术系",20339
21784,"计科系",20339
21785,"中文系",20340
21786,"外语系",20340
21787,"教育系",20340
21788,"物理系",20340
21789,"艺术系",20340
21790,"体育系",20341
21791,"旅游系",20341
21792,"电子信息与机械工程系",20341
21793,"社会科学系",20341
21794,"经济系",20341
21795,"艺术设计与建筑工程系",20341
21796,"会计学",20342
21797,"信息管理与信息系统",20342
21798,"国际经济与贸易",20342
21799,"城市规划",20342
21800,"外语系",20342
21801,"对外汉语",20342
21802,"工商管理",20342
21803,"市场营销",20342
21804,"建筑学",20342
21805,"建筑艺术及工学部",20342
21806,"汽车维修工程教育",20342
21807,"法学",20342
21808,"法学系",20342
21809,"电子信息科学及技术",20342
21810,"经济管理系",20342
21811,"英语系",20342
21812,"计算机科学与技术",20342
21813,"计算机科学及电子信息工程系",20342
21814,"园林园艺系",20343
21815,"外语系",20343
21816,"工商管理系",20343
21817,"文法系",20343
21818,"旅游系",20343
21819,"经济系",20343
21820,"艺术系",20343
21821,"计科系",20343
21822,"临床医学专业",20344
21823,"公共事业管理",20344
21824,"劳动与社会保障",20344
21825,"医学影像学",20344
21826,"口腔医学",20344
21827,"护理学",20344
21828,"药学",20344
21829,"动画",20345
21830,"录音艺术",20345
21831,"戏剧系",20345
21832,"绘画",20345
21833,"美术学",20345
21834,"美术设计系",20345
21835,"舞蹈学",20345
21836,"舞蹈系",20345
21837,"舞蹈表演",20345
21838,"艺术设计",20345
21839,"表演",20345
21840,"雕塑",20345
21841,"音乐教育",20345
21842,"音乐系",20345
21843,"音乐表演",20345
21844,"外语系",20346
21845,"文学与新闻系",20346
21846,"旅游管理系",20346
21847,"经济系",20346
21848,"艺术系",20346
21849,"计电系",20346
21850,"预科班",20346
21851,"中文系",20347
21852,"信技系",20347
21853,"外语系",20347
21854,"政教系",20347
21855,"数理系",20347
21856,"艺体系",20347
21857,"人文学院",21001
21858,"人民武装学院",21001
21859,"化学与环境科学学院",21001
21860,"医学部",21001
21861,"国际交流学院",21001
21862,"外国语学院",21001
21863,"工商学院",21001
21864,"工艺美术学院",21001
21865,"师范学院",21001
21866,"广播电视编导",21001
21867,"广电播音主持",21001
21868,"建筑工程学院",21001
21869,"影视艺术学院",21001
21870,"成教学院",21001
21871,"护理学院",21001
21872,"政法学院",21001
21873,"教育学院",21001
21874,"数学与计算机学院",21001
21875,"新闻传播学院",21001
21876,"民族学院",21001
21877,"河北大学医学部",21001
21878,"物理科学与技术学院",21001
21879,"生命科学学院",21001
21880,"电子信息工程学院",21001
21881,"研究生学院",21001
21882,"管理学院",21001
21883,"经济学院",21001
21884,"艺术学院",21001
21885,"药学院",21001
21886,"质量技术监督学院",21001
21887,"中兽医学院",21002
21888,"人文学院",21002
21889,"体育工作部",21002
21890,"信息工程",21002
21891,"信息科学与技术学院",21002
21892,"农学院",21002
21893,"农村发展学院",21002
21894,"动物科技学院",21002
21895,"商学院",21002
21896,"园林与旅游学院",21002
21897,"园艺学院",21002
21898,"城乡建设学院",21002
21899,"外国语学院",21002
21900,"成人教育学院",21002
21901,"机电工程学院",21002
21902,"林学院",21002
21903,"植物保护学院",21002
21904,"海洋学院",21002
21905,"现代科技学院",21002
21906,"理学院",21002
21907,"生命科学学院",21002
21908,"研究生部",21002
21909,"经济贸易学院",21002
21910,"职业技术学院",21002
21911,"艺术学院",21002
21912,"资源与环境学院",21002
21913,"食品科技学院",21002
21914,"侦查",21003
21915,"信息管理系",21003
21916,"劳教管理系",21003
21917,"培训部",21003
21918,"基础课教研部",21003
21919,"法律系",21003
21920,"电教微机中心",21003
21921,"监狱学系",21003
21922,"继续教育部",21003
21923,"警察体育教研部",21003
21924,"警察管理系",21003
21925,"马列主义教研部",21003
21926,"交通工程分院",21004
21927,"人文分院",21004
21928,"体育部",21004
21929,"信息工程系",21004
21930,"四方学院",21004
21931,"土木工程系",21004
21932,"外语系",21004
21933,"工程力学系",21004
21934,"建筑与艺术分院",21004
21935,"成人教育分院",21004
21936,"数理系",21004
21937,"机械工程分院",21004
21938,"材料科学与工程分院",21004
21939,"电子信息工程",21004
21940,"电气工程分院",21004
21941,"研究生分院",21004
21942,"经济管理系",21004
21943,"计算机系",21004
21944,"高等专科分院",21004
21945,"人文与社会科学学院",21005
21946,"会计学院",21005
21947,"体育部",21005
21948,"信息工程学院",21005
21949,"公共管理学院",21005
21950,"勘查技术学院",21005
21951,"北校区",21005
21952,"商学院",21005
21953,"国际交流学院",21005
21954,"培训中心",21005
21955,"外国语学院",21005
21956,"宝石与材料工艺学院",21005
21957,"工程学院",21005
21958,"成人教育学院",21005
21959,"数理学院",21005
21960,"文法系",21005
21961,"法学院",21005
21962,"现代教育技术中心",21005
21963,"科学技术系",21005
21964,"管理科学与工程学院",21005
21965,"经济管理学院",21005
21966,"职业技术学院",21005
21967,"育才校区",21005
21968,"资源学院",21005
21969,"中文系",21051
21970,"体育学院",21051
21971,"信息技术学院",21051
21972,"公共管理学院",21051
21973,"化学与材料科学学院",21051
21974,"历史文化学院",21051
21975,"商学院",21051
21976,"外国语学院",21051
21977,"大学外语教学部",21051
21978,"教育学院",21051
21979,"数信学院",21051
21980,"文学学院",21051
21981,"新闻传播学院",21051
21982,"民族学院",21051
21983,"汇华学院",21051
21984,"法政学院",21051
21985,"物理科学与信息工程学院",21051
21986,"生命科学学院",21051
21987,"田家炳数信学院",21051
21988,"美术学院",21051
21989,"职业技术学院",21051
21990,"艺术设计学院",21051
21991,"计算机",21051
21992,"资源与环境科学学院",21051
21993,"软件学院",21051
21994,"音乐学院",21051
21995,"体育系",21052
21996,"信息科学与工程学院",21052
21997,"分析测试中心",21052
21998,"动画系",21052
21999,"化学与制药工程学院",21052
22000,"外国语学院",21052
22001,"建筑工程学院",21052
22002,"文法学院",21052
22003,"机械化步兵学院",21052
22004,"机械电子工程学院",21052
22005,"材料科学与工程学院",21052
22006,"欧美学院",21052
22007,"河北科技师范学院",21052
22008,"环境科学与工程学院",21052
22009,"理工学院",21052
22010,"生物工程学院",21052
22011,"电气信息学院",21052
22012,"研究生学院",21052
22013,"纺织服装学院",21052
22014,"经济管理学院",21052
22015,"继续教育学院",21052
22016,"网络技术学院",21052
22017,"艺术学院",21052
22018,"计算机系",21052
22019,"长安学院",21052
22020,"中医临床医学院",21053
22021,"中西医结合学院",21053
22022,"临床学院",21053
22023,"保定分校",21053
22024,"公共卫生学院",21053
22025,"口腔医学院",21053
22026,"国际教育学院",21053
22027,"基础医学院",21053
22028,"成人教育学院",21053
22029,"护理学院",21053
22030,"新华校区",21053
22031,"研究生学院",21053
22032,"第一临床医学院",21053
22033,"第三临床医学院",21053
22034,"第二临床医学院",21053
22035,"第四临床医学院",21053
22036,"药学院",21053
22037,"中文系",21054
22038,"人文学院",21054
22039,"会计学院",21054
22040,"体育教学部",21054
22041,"信息技术学院",21054
22042,"公共管理学院",21054
22043,"军械工程学院",21054
22044,"商学院",21054
22045,"外国语学院",21054
22046,"外语教学部",21054
22047,"工商管理学院",21054
22048,"市场经济学院",21054
22049,"数学与统计学学院",21054
22050,"旅游学院",21054
22051,"法学院",21054
22052,"生物科学与工程学院",21054
22053,"电子工程",21054
22054,"经济管理学院",21054
22055,"继续教育学院",21054
22056,"艺术学院",21054
22057,"计算机中心",21054
22058,"财政税务学院",21054
22059,"金融学院",21054
22060,"马列教研部",21054
22061,"体育工作部",21055
22062,"信息科学与工程学院",21055
22063,"分析测试中心",21055
22064,"化学与制药工程学院",21055
22065,"唐山分院",21055
22066,"外国语学院",21055
22067,"学校体育系",21055
22068,"建筑工程学院",21055
22069,"文法学院",21055
22070,"机械电子工程学院",21055
22071,"材料科学与工程学院",21055
22072,"环境科学与工程学院",21055
22073,"理工学院",21055
22074,"生物工程学院",21055
22075,"电气信息学院",21055
22076,"研究生学院",21055
22077,"社会体育系",21055
22078,"纺织服装学院",21055
22079,"经济管理学院",21055
22080,"继续教育学院",21055
22081,"网络技术学院",21055
22082,"艺术学院",21055
22083,"运动人体科学系",21055
22084,"运动训练系",21055
22085,"中文系",21056
22086,"体育系",21056
22087,"信息工程学院",21056
22088,"化工学院",21056
22089,"历史学系",21056
22090,"口腔",21056
22091,"商学院",21056
22092,"土木",21056
22093,"外国语言文学系",21056
22094,"外语系",21056
22095,"政法与法律教育系",21056
22096,"教育系",21056
22097,"数学系",21056
22098,"文学与传媒学院",21056
22099,"机械分院",21056
22100,"机电系",21056
22101,"物理学系",21056
22102,"经济管理学院",21056
22103,"继续教育中心",21056
22104,"美术系",21056
22105,"计算机系",21056
22106,"资源与环境系",21056
22107,"音乐系",21056
22108,"马列主义理论教学部",21056
22109,"体育系",21101
22110,"信息科学与工程学院",21101
22111,"国际教育学院",21101
22112,"外国语学院",21101
22113,"建筑工程与力学学院",21101
22114,"文法外语系",21101
22115,"文法学院",21101
22116,"材料科学与工程学院",21101
22117,"燕山大学",21101
22118,"环境与化学工程学院",21101
22119,"理学院",21101
22120,"电气工程学院",21101
22121,"研究生院",21101
22122,"经济管理学院",21101
22123,"继续教育学院",21101
22124,"职业技术学院",21101
22125,"艺术学院",21101
22126,"车辆与能源学院",21101
22127,"里仁学院",21101
22128,"中文系",21102
22129,"人文艺术系",21102
22130,"体育系",21102
22131,"信息技术系",21102
22132,"农学系",21102
22133,"动物科学系",21102
22134,"化学系",21102
22135,"商务管理系",21102
22136,"园艺园林系",21102
22137,"土木建筑系",21102
22138,"外语系",21102
22139,"工商管理系",21102
22140,"教育系",21102
22141,"数理系",21102
22142,"机械电子系",21102
22143,"欧美学院",21102
22144,"法学",21102
22145,"法学系",21102
22146,"生命科学系",21102
22147,"社会科学系",21102
22148,"经济贸易系",21102
22149,"继续教育学院",21102
22150,"艺术系",21102
22151,"计算机系",21102
22152,"食品工程系",21102
22153,"丰南基础部",21151
22154,"交通与测绘学院",21151
22155,"交通预测会学院",21151
22156,"人文法律学院",21151
22157,"信息学院",21151
22158,"冶金与能源学院",21151
22159,"化学与生物技术学院",21151
22160,"外国语学院",21151
22161,"建筑工程学院",21151
22162,"机械工程学院",21151
22163,"材料学院",21151
22164,"理学院",21151
22165,"研究生学院",21151
22166,"经济管理学院",21151
22167,"继续教育学院",21151
22168,"自动化与自动控制学院",21151
22169,"艺术学院",21151
22170,"计算机与自动控制学院",21151
22171,"资源与环境学院",21151
22172,"轻工学院",21151
22173,"中医系",21152
22174,"临床医学系",21152
22175,"体育教研部",21152
22176,"冀唐学院",21152
22177,"卫生事业管理系",21152
22178,"口腔系",21152
22179,"基础医学部",21152
22180,"外语系",21152
22181,"影像系",21152
22182,"心理学系",21152
22183,"护理系",21152
22184,"法律系",21152
22185,"生物科学系",21152
22186,"秦皇岛分院",21152
22187,"管理系",21152
22188,"药学系",21152
22189,"预防医学系",21152
22190,"专科教育部",21153
22191,"体育教学部",21153
22192,"信息工程系",21153
22193,"土木工程系",21153
22194,"基础教学部",21153
22195,"外语系",21153
22196,"文法系",21153
22197,"机电工程系",21153
22198,"环境与化学工程系",21153
22199,"社会科学系",21153
22200,"管理工程系",21153
22201,"经济管理系",21153
22202,"继续教育学院",21153
22203,"艺术系",21153
22204,"中文系",21159
22205,"体育系",21159
22206,"初等教育学院",21159
22207,"化学系",21159
22208,"外语系",21159
22209,"政史系",21159
22210,"教育系",21159
22211,"数学系",21159
22212,"晶博学院",21159
22213,"物理系",21159
22214,"生物系",21159
22215,"社管系",21159
22216,"经济管理系",21159
22217,"美术系",21159
22218,"计算机系",21159
22219,"资源管理系",21159
22220,"音乐系",21159
22221,"体育部",21202
22222,"基础部",21202
22223,"外语系",21202
22224,"建筑工程系",21202
22225,"成教学院",21202
22226,"文法系",21202
22227,"材料工程系",21202
22228,"电子工程系",21202
22229,"经济管理系",21202
22230,"计算机科学与工程系",21202
22231,"财会金融系",21202
22232,"体育学院",21203
22233,"化学与材料科学学院",21203
22234,"外国语学院",21203
22235,"建筑工程学院",21203
22236,"心理系",21203
22237,"教育学院",21203
22238,"数学与信息科学学院",21203
22239,"文学院",21203
22240,"物理与电子信息学院",21203
22241,"生命科学学院",21203
22242,"社会发展学院",21203
22243,"管理学院",21203
22244,"经济学院",21203
22245,"美术学院",21203
22246,"音乐学院",21203
22247,"信息技术系",21251
22248,"公共事业管理系",21251
22249,"地震工程系",21251
22250,"外语系",21251
22251,"经济管理系",21251
22252,"自动化系",21251
22253,"防灾技术系",21251
22254,"土木工程系",21252
22255,"基础部",21252
22256,"外语系",21252
22257,"安全工程学院",21252
22258,"建筑工程系",21252
22259,"成人教育学院",21252
22260,"文法系",21252
22261,"机电工程系",21252
22262,"材料工程学院",21252
22263,"环境工程系",21252
22264,"电子信息工程系",21252
22265,"管理系",21252
22266,"计算机系",21252
22267,"资源与环境工程系",21252
22268,"体育部",21301
22269,"土木系",21301
22270,"城建系",21301
22271,"外语系",21301
22272,"建筑系",21301
22273,"成教学院",21301
22274,"数理系",21301
22275,"机械系",21301
22276,"电气系",21301
22277,"社科部",21301
22278,"管理系",21301
22279,"计算机系",21301
22280,"临床医学",21302
22281,"人文学院",21302
22282,"信息学院",21302
22283,"农林科技学院",21302
22284,"动物科技学院",21302
22285,"医学院",21302
22286,"外国语学院",21302
22287,"宣化教学部",21302
22288,"张家口教育学院",21302
22289,"成人教育学院",21302
22290,"护理系",21302
22291,"文学院",21302
22292,"文法院",21302
22293,"理工学院",21302
22294,"电子信息工程",21302
22295,"第一临床医学院",21302
22296,"第二临床医学院",21302
22297,"经管学院",21302
22298,"美术系",21302
22299,"计算机",21302
22300,"通信工程",21302
22301,"音乐系",21302
22302,"麻醉系",21302
22303,"中药学系",21351
22304,"临床医学",21351
22305,"临床学院",21351
22306,"公共体育部概况",21351
22307,"化系",21351
22308,"基础部概况",21351
22309,"应用心理",21351
22310,"成人教育学院概况",21351
22311,"承德医学院",21351
22312,"护理学系概况",21351
22313,"护理系",21351
22314,"生物工程",21351
22315,"社科部概况",21351
22316,"中文系",21401
22317,"会计学系",21401
22318,"体育系",21401
22319,"信息科学与技术系",21401
22320,"初等教育学院",21401
22321,"国际教育交流部",21401
22322,"地理系",21401
22323,"外语系",21401
22324,"小教外语系",21401
22325,"工商管理系",21401
22326,"教育科学教学部",21401
22327,"数学系",21401
22328,"法政历史系",21401
22329,"物理系",21401
22330,"生物化学系",21401
22331,"社会科学教学部",21401
22332,"继续教育部",21401
22333,"美术系",21401
22334,"贸易经济系",21401
22335,"音乐系",21401
22336,"临床医学院",21451
22337,"信息与电气工程学院",21451
22338,"信电学院",21451
22339,"公共体育部",21451
22340,"农学院",21451
22341,"医学院",21451
22342,"园林",21451
22343,"园艺",21451
22344,"土木工程学院",21451
22345,"城市建设学院",21451
22346,"工程管理",21451
